  2450822.70742   15.258    0.018
  2450825.85746   15.411    0.014
  2450844.80767   15.157    0.008
  2450875.69678   15.090    0.010
  2450900.68360   14.994    0.008
  2451143.81469   15.079    0.018
  2451152.83715   15.024    0.014
  2451155.73312   15.116    0.014
  2451156.83970   15.243    0.015
  2451159.84690   15.447    0.011
  2451160.79049   15.391    0.017
  2451169.82763   15.388    0.011
  2451205.80062   15.459    0.014
  2451212.73614   15.044    0.007
  2451232.71269   15.150    0.010
  2451239.67758   15.403    0.013
  2451258.54075   15.009    0.013
  2451477.78193   15.014    0.013
  2451495.79067   15.307    0.008
  2451521.79851   15.023    0.011
  2451522.81696   14.972    0.010
  2451545.82842   14.967    0.014
  2451568.75455   14.966    0.008
  2451576.74175   15.289    0.010
  2451586.69616   15.434    0.015
  2451593.68565   15.061    0.014
  2451596.65133   15.383    0.014
  2451615.63530   14.980    0.007
  2451621.63550   15.414    0.011
  2451624.65538   15.180    0.007
  2451631.63743   15.402    0.015
  2451658.59670   15.221    0.008
