HJD,MAG,BAND,SURVEY
-37277.133643999696,0.39603837845611434,B,DASCH
-36520.20353200007,-0.0711292403555932,B,DASCH
-36152.1586219999,-0.02950586517424547,B,DASCH
-36124.19298300007,-0.15886559919743704,B,DASCH
-36077.383551999934,0.5131819349963367,B,DASCH
-36043.41775600007,-0.2433588010064609,B,DASCH
-35844.079679000184,-0.15158994532486947,B,DASCH
-35747.39392900001,0.21364416117313745,B,DASCH
-35746.26578300027,-0.04194368698705908,B,DASCH
-35699.319131999735,-0.13660154542819125,B,DASCH
-35411.278379000265,0.1328955569023007,B,DASCH
-35360.29241199978,-0.2062479137189559,B,DASCH
-35101.166174999904,0.11680560851902033,B,DASCH
-34910.49243400013,-0.4735843413243179,B,DASCH
-34738.11191100022,-0.26173573755015767,B,DASCH
-34725.12323000003,-1.1861708617738582,B,DASCH
-34717.125047000125,0.47023155376276016,B,DASCH
-34711.162254999865,-0.21221801099056936,B,DASCH
-34691.12962200027,0.43482899610570946,B,DASCH
-34684.134707000114,-0.22465678611232764,B,DASCH
-34674.309409999754,0.14087522943116948,B,DASCH
-34652.25619800016,-0.20686422795226456,B,DASCH
-34652.236130000085,-0.19879256111014865,B,DASCH
-34627.32095899992,-0.30642638426386615,B,DASCH
-34627.32095899992,-0.14765563930651382,B,DASCH
-34627.27628999995,-0.3774340777289016,B,DASCH
-34584.4078619997,0.43021450415469253,B,DASCH
-34280.34052799968,-0.10703657509932185,B,DASCH
-34273.282165000215,0.21652601411558692,B,DASCH
-33956.23775999993,-0.8235397653517227,B,DASCH
-33892.320172999986,0.6097111388976186,B,DASCH
-33603.116928,-0.3089326334817635,B,DASCH
-33602.162606999744,-0.04903058568840368,B,DASCH
-33198.25575999962,0.1294908140032085,B,DASCH
-33183.35623300029,0.5770898600892602,B,DASCH
-33176.36232100008,-0.32168790717344997,B,DASCH
-33144.42764300015,0.09522698388163686,B,DASCH
-32924.1110749999,-0.42311092254680016,B,DASCH
-32924.09583899984,-0.44937315403375333,B,DASCH
-32409.41667400021,0.20232266413558264,B,DASCH
-32122.13445100002,0.17966060388156269,B,DASCH
-32066.393484000124,0.025650207143899095,B,DASCH
-32034.393726999868,0.19218136357264015,B,DASCH
-31394.148411000147,0.017388355167142322,B,DASCH
-31387.19877899997,-0.017278247983930406,B,DASCH
-29571.171475999985,-0.03918481089858794,B,DASCH
-28797.306799000133,-0.0070001475872985,B,DASCH
-27390.11157499999,-0.3010873775142189,B,DASCH
-27329.24366699997,-0.265375471104333,B,DASCH
-26534.40376600017,0.16989252377081154,B,DASCH
-26513.455703000072,-0.2892668232436604,B,DASCH
-26512.433697000142,-0.4145154124390942,B,DASCH
-26510.46168499999,-0.34783574158693487,B,DASCH
-26509.42767899996,-0.34794870869698435,B,DASCH
-26332.13126299996,0.0552371035785173,B,DASCH
-26292.18859900022,0.5052651808578759,B,DASCH
-26200.423671999946,-0.409157816165008,B,DASCH
-26199.380830000155,-0.495033315945105,B,DASCH
-26171.47676699981,-0.381224910750948,B,DASCH
-25945.223691000137,-0.6231051295828358,B,DASCH
-25943.22189799976,-0.3061890103364222,B,DASCH
-25943.16642899997,-0.2977274401355672,B,DASCH
-25917.16193899978,-0.3605376299776708,B,DASCH
-25916.287260999903,-0.38908684962504037,B,DASCH
-25915.30974100018,-0.3331724200406958,B,DASCH
-25911.289204999804,-0.13670259617642255,B,DASCH
-25911.223412999883,-0.20653867294735218,B,DASCH
-25587.228350999765,0.4446313953385017,B,DASCH
-25511.409833000038,0.060680021003232554,B,DASCH
-25510.371022999752,0.04691280986582669,B,DASCH
-25508.36889099981,0.15999574695240693,B,DASCH
-25507.392409999855,0.2557637336606531,B,DASCH
-25506.40138699999,0.19100688695170298,B,DASCH
-25504.341773000084,0.3562877786983325,B,DASCH
-25498.386411000043,0.533672357472355,B,DASCH
-25492.377801999915,-0.47989190996266284,B,DASCH
-25470.323793999847,0.2417219695469237,B,DASCH
-25452.46512200032,0.16220408712481316,B,DASCH
-25450.4376919996,-0.005087333188018128,B,DASCH
-25444.38795700017,0.05563654002671026,B,DASCH
-25362.502152999863,-0.3306733206398915,B,DASCH
-25236.155875999946,-0.44603228283401286,B,DASCH
-25232.163354999848,-0.12595499112409847,B,DASCH
-25223.14158499986,0.11315491191197058,B,DASCH
-25201.1499160002,-0.24938657346928217,B,DASCH
-25197.168591000143,0.13443181426807982,B,DASCH
-25178.394824000083,-0.49864445023091175,B,DASCH
-25175.316864999946,0.35742698288828567,B,DASCH
-25169.196831000037,-0.051005365169146444,B,DASCH
-24822.511971000124,0.41906841596312283,B,DASCH
-24820.48317599995,0.3660434657927931,B,DASCH
-24810.42161899992,-0.3896702746997267,B,DASCH
-24798.50717799971,0.19198927182010816,B,DASCH
-24790.43528900016,0.04378166663411154,B,DASCH
-24789.430761999924,0.4790243988221974,B,DASCH
-24765.643406999767,0.41287905763402843,B,DASCH
-24754.53400899982,-0.33533929127396966,B,DASCH
-24735.71311300015,0.39609462368390247,B,DASCH
-24732.69950899994,-0.020131978312484478,B,DASCH
-24711.722620999903,0.19291159822494564,B,DASCH
-24515.440079000324,-0.14835203149125054,B,DASCH
-24496.38643199997,-0.4313575215804262,B,DASCH
-24469.45416299999,-0.10177716964662853,B,DASCH
-24468.424700999632,-0.4270156759878416,B,DASCH
-24456.44791400013,0.33359950244831005,B,DASCH
-24440.5430569998,-0.5011464095585536,B,DASCH
-24440.48315300001,-0.4838834145177522,B,DASCH
-24439.51325099962,-0.4168085971076563,B,DASCH
