  2450458.74530   13.937    0.011
  2450459.69811   13.933    0.011
  2450461.83561   13.972    0.013
  2450462.54541   14.029    0.008
  2450466.69961   14.032    0.011
  2450468.71389   13.943    0.013
  2450470.78173   13.968    0.010
  2450472.75861   14.094    0.011
  2450473.67042   14.146    0.007
  2450474.75085   14.122    0.011
  2450475.64361   14.071    0.007
  2450476.79585   13.982    0.006
  2450477.78051   13.951    0.017
  2450478.58779   13.943    0.014
  2450479.78622   13.936    0.015
  2450480.62287   13.991    0.013
  2450481.60798   14.047    0.010
  2450482.76897   14.110    0.011
  2450483.55672   14.165    0.007
  2450484.55458   14.094    0.011
  2450485.55915   14.000    0.014
  2450486.55070   13.935    0.011
  2450487.57835   13.957    0.014
  2450488.68131   13.935    0.010
  2450490.60373   14.042    0.015
  2450491.56185   14.113    0.006
  2450492.54615   14.161    0.010
  2450492.62055   14.160    0.013
  2450493.54921   14.115    0.010
  2450494.54403   14.020    0.010
  2450496.54185   13.951    0.011
  2450499.53612   14.006    0.010
  2450500.52731   14.061    0.011
  2450501.52788   14.130    0.007
  2450510.53627   14.140    0.011
  2450511.64582   14.172    0.010
  2450512.68319   14.046    0.010
  2450513.67510   13.982    0.015
  2450516.54343   13.922    0.008
  2450517.54491   13.974    0.011
  2450518.58369   14.024    0.011
  2450519.53432   14.098    0.017
  2450524.52602   13.962    0.010
  2450526.52944   13.968    0.007
  2450528.58619   14.075    0.013
  2450531.54168   14.066    0.010
  2450532.52710   14.004    0.008
  2450552.63578   13.950    0.011
  2450553.49149   13.934    0.011
  2450554.55030   13.966    0.008
  2450566.48631   14.105    0.013
  2450567.48708   14.140    0.013
  2450569.48154   14.007    0.010
  2450571.53539   13.932    0.017
  2450572.49159   13.911    0.015
  2450573.49919   13.974    0.007
  2450574.52795   14.020    0.015
  2450673.85353   13.941    0.014
  2450712.89132   13.951    0.010
  2450715.85671   14.157    0.013
  2450726.87676   14.052    0.013
  2450728.84089   13.937    0.010
  2450729.82323   13.943    0.010
  2450742.81603   14.122    0.011
  2450745.74754   14.046    0.014
  2450747.80429   13.950    0.013
  2450748.75907   13.937    0.008
  2450750.85192   14.000    0.007
  2450755.70297   13.983    0.010
  2450759.77227   13.993    0.010
  2450760.82442   14.055    0.011
  2450763.82041   14.086    0.008
  2450769.85684   14.022    0.010
  2450780.82918   14.134    0.013
  2450792.77092   13.986    0.013
  2450796.78682   13.972    0.010
  2450798.80402   14.110    0.011
  2450826.62830   14.100    0.011
  2450827.73900   14.148    0.015
  2450832.79541   13.948    0.011
  2450834.78791   14.010    0.010
  2450839.61955   13.961    0.007
  2450841.80284   13.932    0.011
  2450843.72589   13.992    0.011
  2450844.67502   14.062    0.006
  2450850.69583   13.945    0.008
  2450854.71787   14.107    0.011
  2450856.72471   14.120    0.006
  2450858.62925   13.949    0.008
  2450860.72055   13.937    0.014
  2450874.72854   14.140    0.008
  2450876.64484   13.975    0.008
  2450879.60466   13.951    0.010
  2450881.53666   14.029    0.008
  2450887.61883   13.966    0.006
  2450890.54462   14.022    0.011
  2450892.58375   14.116    0.011
  2450895.56447   13.968    0.010
  2450900.53343   14.092    0.008
  2450933.50089   13.939    0.011
  2451051.90302   14.126    0.013
  2451065.86354   13.963    0.011
  2451068.82563   14.128    0.014
  2451069.81607   14.164    0.008
  2451077.87265   14.091    0.015
  2451088.85882   14.129    0.008
  2451093.85547   13.958    0.013
  2451102.83350   13.925    0.014
  2451107.81636   14.121    0.015
  2451113.83020   14.023    0.017
  2451126.73448   14.089    0.018
  2451132.70912   14.029    0.015
  2451136.82839   14.010    0.013
  2451142.72038   14.090    0.018
  2451151.81552   14.063    0.011
  2451154.82407   14.048    0.018
  2451161.77363   14.123    0.020
  2451170.82965   14.086    0.017
  2451174.81227   13.939    0.008
  2451178.72929   14.030    0.020
  2451181.69587   14.158    0.014
  2451185.77845   13.948    0.017
  2451187.73040   13.979    0.018
  2451189.79486   14.114    0.014
  2451192.71446   14.001    0.018
  2451196.59050   13.965    0.007
  2451202.65233   13.954    0.014
  2451204.75770   13.934    0.010
  2451207.65115   14.055    0.013
  2451211.73161   13.969    0.013
  2451217.70922   14.127    0.015
  2451219.69389   14.085    0.014
  2451223.60139   13.935    0.010
  2451230.64466   13.933    0.010
  2451234.57110   14.005    0.007
  2451238.57469   14.057    0.010
  2451239.70728   13.963    0.020
  2451241.68392   13.952    0.017
  2451245.51038   14.130    0.007
  2451248.51872   14.010    0.011
  2451253.58955   14.030    0.007
  2451256.56882   14.121    0.018
  2451259.61990   13.954    0.015
  2451261.56491   13.968    0.011
  2451265.58258   14.149    0.008
  2451268.56749   13.947    0.010
  2451276.52093   13.977    0.018
  2451278.58237   13.932    0.014
  2451279.51545   13.931    0.010
  2451288.54894   13.929    0.014
  2451291.58000   14.067    0.018
  2451296.55339   13.941    0.013
  2451308.50890   13.967    0.017
  2451313.48446   14.020    0.018
  2451317.51204   13.965    0.017
  2451320.48924   14.125    0.020
  2451330.47675   14.138    0.011
  2451397.90543   13.968    0.008
  2451412.88306   14.094    0.006
  2451432.88330   14.149    0.007
  2451435.84334   13.969    0.010
  2451437.83616   13.955    0.011
  2451440.87479   14.105    0.010
  2451443.87270   14.039    0.007
  2451454.75173   13.965    0.007
  2451458.78933   14.056    0.007
  2451462.72792   14.002    0.011
  2451475.80764   13.985    0.011
  2451484.75014   13.967    0.011
  2451487.79175   14.142    0.008
  2451491.70625   13.965    0.010
  2451493.81553   13.951    0.011
  2451496.60136   14.086    0.015
  2451498.74388   14.105    0.015
  2451501.82795   13.950    0.010
  2451503.72272   13.959    0.008
  2451505.82930   14.087    0.010
  2451507.77645   14.112    0.007
  2451509.84338   13.952    0.017
  2451511.64916   13.944    0.017
  2451514.69624   14.075    0.010
  2451517.68578   14.065    0.007
  2451521.71083   13.921    0.008
  2451522.68845   13.979    0.006
  2451525.72155   14.139    0.007
  2451527.80868   14.003    0.008
  2451528.71114   13.940    0.010
  2451531.72875   13.962    0.010
  2451538.68546   13.938    0.013
  2451541.64157   13.993    0.010
  2451542.74145   14.058    0.015
  2451544.69826   14.108    0.010
  2451547.72431   13.935    0.011
  2451548.70175   13.933    0.013
  2451551.73096   14.049    0.014
  2451554.75718   14.087    0.014
  2451555.69398   13.987    0.011
  2451562.69700   14.150    0.008
  2451564.57564   13.994    0.008
  2451564.67169   14.011    0.006
  2451567.62909   13.946    0.010
  2451570.72654   14.089    0.015
  2451576.62194   13.945    0.010
  2451578.72351   13.971    0.008
  2451581.63739   14.138    0.010
  2451584.61594   13.953    0.015
  2451587.60373   13.959    0.014
  2451590.61086   14.142    0.014
  2451595.68351   13.931    0.015
  2451599.69484   14.156    0.011
  2451600.66935   14.133    0.010
  2451604.52003   13.964    0.007
  2451606.53377   13.984    0.008
  2451609.55301   14.138    0.013
  2451610.59726   14.094    0.014
  2451612.52303   13.935    0.013
  2451613.61449   13.945    0.008
  2451614.51529   13.932    0.008
  2451615.52021   13.960    0.013
  2451616.53455   14.021    0.008
  2451617.51952   14.104    0.015
  2451620.59638   13.998    0.010
  2451621.51452   13.930    0.010
  2451623.53686   13.934    0.014
  2451624.54450   13.950    0.011
  2451625.55644   14.000    0.013
  2451627.56409   14.152    0.011
  2451630.57849   13.958    0.011
  2451633.51841   13.944    0.015
  2451634.55804   13.979    0.013
  2451635.52628   14.039    0.014
  2451643.54706   13.975    0.010
  2451644.57672   14.030    0.017
  2451653.58357   13.996    0.011
  2451655.56519   14.124    0.014
  2451656.56413   14.120    0.010
  2451658.54162   13.952    0.014
  2451665.51328   14.149    0.008
  2451671.50916   13.981    0.014
  2451694.50524   14.065    0.008
  2451768.88553   14.069    0.010
  2451782.87275   13.963    0.011
  2451803.90458   14.119    0.008
  2451804.76810   14.147    0.010
  2451812.85289   14.089    0.013
  2451814.86803   14.106    0.014
  2451817.86991   13.958    0.014
  2451822.81374   14.133    0.008
  2451829.84959   13.981    0.014
  2451833.80436   14.080    0.007
  2451843.82937   14.052    0.010
  2451847.85842   13.929    0.014
  2451850.80922   14.128    0.007
  2451855.81192   13.942    0.007
  2451860.78513   14.142    0.010
  2451863.75870   13.929    0.011
  2451867.78226   14.019    0.015
  2451869.75572   14.147    0.010
  2451872.75440   13.946    0.007
