  2450728.87376   13.695    0.010
  2450729.85666   13.778    0.008
  2450739.84135   13.206    0.007
  2450742.85364   13.363    0.014
  2450744.82650   13.488    0.008
  2450745.83605   13.550    0.007
  2450746.87411   13.606    0.014
  2450748.67089   13.672    0.006
  2450750.75118   13.761    0.011
  2450751.78167   13.626    0.013
  2450752.84307   13.174    0.010
  2450755.75519   13.110    0.006
  2450759.75176   13.173    0.007
  2450760.80627   13.215    0.013
  2450762.82700   13.321    0.008
  2450776.85280   13.119    0.011
  2450779.79373   13.169    0.007
  2450781.81027   13.243    0.011
  2450788.82119   13.648    0.014
  2450790.83593   13.693    0.014
  2450795.79264   13.100    0.010
  2450798.78791   13.134    0.014
  2450816.84358   13.108    0.013
  2450817.78605   13.115    0.007
  2450824.73344   13.321    0.011
  2450827.67616   13.507    0.017
  2450828.73558   13.566    0.007
  2450829.80011   13.642    0.008
  2450831.62517   13.688    0.007
  2450832.74807   13.741    0.013
  2450834.73389   13.431    0.014
  2450835.70107   13.130    0.011
  2450836.66986   13.098    0.017
  2450837.65141   13.122    0.014
  2450839.65005   13.133    0.007
  2450840.77046   13.154    0.010
  2450842.68255   13.189    0.007
  2450845.65536   13.330    0.006
  2450850.72640   13.645    0.007
  2450854.76385   13.704    0.007
  2450855.74847   13.260    0.006
  2450856.65582   13.094    0.008
  2450857.71409   13.092    0.008
  2450858.66794   13.108    0.014
  2450859.74385   13.129    0.010
  2450860.68502   13.113    0.013
  2450867.60815   13.410    0.007
  2450876.58885   13.198    0.011
  2450876.68904   13.186    0.011
  2450880.61252   13.124    0.010
  2450892.57464   13.648    0.008
  2450895.61802   13.793    0.013
  2450898.59568   13.088    0.013
  2450922.51525   13.122    0.017
  2450933.53940   13.648    0.008
  2450951.49737   13.497    0.013
  2451072.88718   13.359    0.008
  2451079.83000   13.698    0.013
  2451080.87424   13.774    0.006
  2451083.89188   13.102    0.015
  2451086.82579   13.113    0.013
  2451089.78884   13.174    0.014
  2451090.81064   13.214    0.010
  2451091.86879   13.261    0.015
  2451102.87277   13.547    0.011
  2451116.81315   13.505    0.010
  2451126.71489   13.102    0.013
  2451129.81364   13.145    0.014
  2451131.81831   13.191    0.007
  2451132.81016   13.242    0.010
  2451142.76055   13.776    0.010
  2451151.85518   13.183    0.011
  2451159.74808   13.618    0.011
  2451161.81313   13.699    0.017
  2451165.80997   13.144    0.017
  2451167.74467   13.100    0.010
  2451168.75569   13.127    0.010
  2451171.72353   13.169    0.015
  2451174.85135   13.286    0.010
  2451178.76931   13.531    0.014
  2451183.76841   13.743    0.011
  2451185.81734   13.322    0.010
  2451187.77058   13.097    0.008
  2451189.75897   13.121    0.008
  2451191.82385   13.150    0.008
  2451192.85460   13.170    0.011
  2451194.67411   13.250    0.013
  2451196.69101   13.351    0.007
  2451202.69638   13.690    0.014
  2451207.68929   13.094    0.013
  2451214.72377   13.207    0.015
  2451215.54987   13.256    0.007
  2451216.61793   13.301    0.014
  2451217.68552   13.379    0.008
  2451219.62278   13.506    0.008
  2451221.59343   13.622    0.008
  2451223.68359   13.687    0.008
  2451224.56321   13.706    0.007
  2451226.57150   13.591    0.008
  2451227.57855   13.159    0.006
  2451232.66817   13.147    0.011
  2451235.56934   13.222    0.014
  2451238.65525   13.385    0.008
  2451242.62886   13.624    0.014
  2451243.57258   13.669    0.015
  2451245.54114   13.746    0.007
  2451247.67555   13.362    0.013
  2451248.64326   13.104    0.007
  2451254.55171   13.175    0.010
  2451255.58471   13.197    0.008
  2451257.61633   13.295    0.004
  2451260.60239   13.482    0.017
  2451266.59458   13.776    0.007
  2451267.61065   13.670    0.007
  2451275.53308   13.173    0.008
  2451278.51572   13.290    0.013
  2451290.49349   13.114    0.014
  2451296.58440   13.179    0.008
  2451300.53048   13.377    0.015
  2451305.50890   13.675    0.011
  2451308.53989   13.759    0.010
  2451315.49910   13.136    0.006
  2451318.48180   13.243    0.010
  2451320.52399   13.350    0.013
  2451331.48644   13.110    0.006
  2451431.82975   13.777    0.010
  2451435.87422   13.105    0.006
  2451437.86691   13.140    0.008
  2451440.90590   13.191    0.013
  2451448.86173   13.616    0.007
  2451459.88745   13.156    0.008
  2451461.73383   13.177    0.006
  2451471.74424   13.691    0.014
  2451475.83870   13.107    0.014
  2451481.82562   13.180    0.006
  2451484.82993   13.307    0.010
  2451487.82271   13.492    0.007
  2451491.76145   13.681    0.006
  2451493.70341   13.781    0.011
  2451495.74681   13.211    0.011
  2451498.66797   13.090    0.011
  2451500.80850   13.129    0.007
  2451503.69880   13.200    0.010
  2451505.80564   13.319    0.013
  2451507.70167   13.428    0.006
  2451508.81826   13.518    0.011
  2451510.64528   13.622    0.015
  2451511.72794   13.672    0.007
  2451512.76197   13.672    0.006
  2451516.82223   13.128    0.014
  2451518.69409   13.104    0.008
  2451520.71941   13.119    0.006
  2451522.72008   13.155    0.006
  2451523.72026   13.183    0.007
  2451525.69619   13.275    0.008
  2451528.68748   13.458    0.008
  2451529.81292   13.540    0.013
  2451531.70486   13.643    0.010
  2451538.66198   13.100    0.007
  2451541.61783   13.129    0.011
  2451542.77217   13.150    0.013
  2451544.67448   13.199    0.008
  2451546.69915   13.298    0.007
  2451547.70081   13.349    0.013
  2451548.67794   13.415    0.006
  2451551.70729   13.611    0.013
  2451552.64024   13.650    0.006
  2451553.66393   13.699    0.015
  2451554.64255   13.709    0.015
  2451555.66701   13.783    0.007
  2451556.64116   13.620    0.007
  2451560.63287   13.104    0.006
  2451564.55201   13.163    0.011
  2451568.62869   13.366    0.010
  2451571.63835   13.561    0.011
  2451575.65275   13.722    0.010
  2451578.69307   13.106    0.013
  2451582.63836   13.137    0.006
  2451585.62914   13.194    0.006
  2451588.63240   13.339    0.010
  2451595.58950   13.686    0.011
  2451599.65546   13.091    0.007
  2451602.68195   13.114    0.008
  2451604.61353   13.139    0.007
  2451606.57053   13.211    0.010
  2451609.52674   13.334    0.007
  2451611.60176   13.495    0.011
  2451613.58214   13.602    0.008
  2451616.51084   13.698    0.010
  2451618.66006   13.578    0.008
  2451621.54623   13.087    0.008
  2451623.64340   13.113    0.011
  2451625.62444   13.163    0.013
  2451627.59471   13.211    0.004
  2451628.53464   13.266    0.011
  2451631.50408   13.429    0.013
  2451633.61953   13.571    0.011
  2451635.50253   13.672    0.013
  2451653.49694   13.516    0.008
  2451657.55034   13.683    0.007
  2451660.52518   13.298    0.006
  2451662.53252   13.098    0.015
  2451664.55561   13.120    0.006
  2451669.52552   13.246    0.004
  2451672.49822   13.416    0.008
  2451687.49587   13.158    0.007
  2451695.48120   13.566    0.010
  2451766.87396   13.114    0.008
  2451773.91794   13.326    0.010
  2451788.85761   13.139    0.011
  2451804.85283   13.369    0.008
  2451811.87339   13.185    0.013
  2451815.84957   13.349    0.006
  2451822.73128   13.691    0.007
  2451829.88053   13.107    0.010
  2451850.76975   13.133    0.004
  2451858.77388   13.451    0.007
  2451860.81622   13.571    0.006
  2451863.78935   13.692    0.008
  2451866.74004   13.395    0.010
  2451868.72114   13.102    0.011
  2451870.84217   13.122    0.007
