ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,JD,mag,errmag
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,741.7909900000001,14.977,0.01
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,744.78574,15.405,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,745.87033,15.009,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,746.8065,15.114,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,747.75065,15.26,0.013999999999999999
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,748.70821,15.412,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,749.8423,14.998,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,750.81898,15.145,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,751.8167,15.283,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,753.82426,15.025,0.01
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,759.6764099999999,15.26,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,761.82643,15.009,0.02
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,769.79972,15.015999999999998,0.017
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,776.78778,15.215,0.01
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,778.8169,15.192,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,780.7966299999999,15.142999999999999,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,782.77618,15.21,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,792.71504,15.124,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,795.8004599999999,15.357999999999999,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,796.75459,15.048,0.01
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,798.81926,15.190999999999999,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,817.72338,15.091,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,824.7417,14.981,0.013999999999999999
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,826.70637,15.253,0.018000000000000002
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,827.70677,15.421,0.013999999999999999
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,828.6967,14.967,0.015
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,830.7721700000001,15.261,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,831.56291,15.374,0.01
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,832.54568,14.955,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,833.56506,15.114,0.006999999999999999
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,834.67108,15.270999999999999,0.017
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,834.8032900000001,15.295,0.018000000000000002
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,835.66211,15.413,0.015
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,837.68223,15.13,0.02
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,839.6807,15.417,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,841.72369,15.133,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,842.75984,15.299000000000001,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,843.79701,15.362,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,844.5395800000001,14.947000000000001,0.006999999999999999
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,846.7868199999999,15.3,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,856.74773,15.06,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,859.77524,15.242,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,860.6213300000001,15.03,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,874.58596,15.311,0.018000000000000002
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,876.62079,15.03,0.01
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,876.72294,15.061,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,878.62806,15.311,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,880.6445199999999,15.056,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,887.6890599999999,15.046,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,891.5441699999999,15.13,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,893.6784,15.196,0.006999999999999999
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,896.52804,15.04,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,900.5817400000001,15.075,0.013999999999999999
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,919.5828,14.972000000000001,0.01
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,934.5422699999999,15.357999999999999,0.013000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,937.5592300000001,15.282,0.008
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,950.5359699999999,15.365,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,952.52674,15.16,0.011000000000000001
OGLE-LMC-CEP-2870,05:40:31.79,-70:21:00.6,OGLE2,I,228,953.5073800000001,15.300999999999998,0.013999999999999999
