ID_OGLE,RAJ2000.0,DECJ2000.0,Survey,Band,N_epoch,JD,mag,errmag
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,825.84659,15.877,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,844.7967699999999,16.354,0.008
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,875.68585,16.205,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,900.6726199999999,15.825,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1130.8374800000001,15.647,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1143.80384,16.243,0.015
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1156.82882,15.645,0.013999999999999999
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1160.77963,16.167,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1169.81673,16.268,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1205.7897,15.681,0.015
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1212.72524,16.180999999999997,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1215.73012,16.211,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1232.70177,16.117,0.008
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1239.6666599999999,16.35,0.013999999999999999
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1258.52982,16.075,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1477.77108,16.165,0.015
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1489.82503,16.29,0.01
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1495.77981,16.324,0.008
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1521.7876,16.35,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1522.80604,15.677999999999999,0.01
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1545.8175199999998,15.662,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1551.78701,15.780999999999999,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1568.74362,15.710999999999999,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1576.73082,16.365,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1586.68525,15.937000000000001,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1593.67472,16.291,0.013999999999999999
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1596.6404300000002,16.340999999999998,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1615.6244,16.000999999999998,0.013000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1621.62455,16.076,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1624.64445,16.131,0.011000000000000001
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE2,V,32,1658.58534,15.866,0.01
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE3/OGLE4,V,271,478.62645999999995,15.525,0.01
OGLE-LMC-CEP-2589,05:36:52.36,-70:15:21.5,OGLE3/OGLE4,V,271,479.65625,15.513,0.008
